RK,Pick,YEAR,HEIGHT,PLAYER,TEAM,CONF,POS,Role,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,D-Rtg,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,Dunks,Close 2,Far 2,FT,2P,3PR,3P/100,3P
270,-,Jr,6-3,Jose Rivera,Pacific,BW,Scoring PG,56.3,1.0,1.6,0.4,0.8,-0.4,110.9,107.1,13.2,57.5,58.9,1.3,5.8,14.6,19.3,1.8,0.2,0.8,13.5,1.8,0-0,0.000,0.250,0.364,0.765,0.333,10.9,45-111,0.405
271,-,Sr,6-2,Calvin Wishart,UC Santa Barbara,BW,Combo G,54.4,1.0,2.3,-0.1,-0.9,0.9,103.2,102.1,16.4,52.9,57.9,1.1,10.8,16.6,22.4,1.5,0.5,2.3,36.3,3.9,0-0,0.000,0.581,0.349,0.746,0.496,7.5,137-374,0.366
272,-,Jr,6-10,Neal Monson,UC Davis,BW,C,52.3,1.0,2.6,-0.1,-0.8,0.6,104.2,98.3,18.2,51.7,55.6,8.6,23.7,6.3,17.8,0.6,1.7,1.2,43.0,3.6,0-0,0.000,0.618,0.441,0.707,0.523,0.1,0-3,0.000
273,-,Sr,6-8,Nyika Williams,Pacific,BW,C,30.0,1.0,1.5,1.2,0.3,1.0,103.6,95.5,23.1,58.2,58.7,10.4,18.5,3.2,19.1,0.2,4.0,2.1,49.3,4.7,22-23,0.957,0.776,0.343,0.577,0.582,0.0,0-0,0.000
274,-,Sr,6-10,Robinson Idehen,UC Santa Barbara,BW,C,28.9,1.0,1.2,-0.9,-1.2,0.3,110.7,99.9,19.3,66.7,68.1,13.5,17.0,3.4,20.4,0.3,5.6,1.0,64.8,6.8,57-61,0.934,0.740,0.463,0.520,0.667,0.0,0-0,0.000
275,-,So,6-4,David Walker,Cal St. Bakersfield,BW,Wing G,16.2,1.0,0.9,-2.0,1.0,-2.9,101.0,109.6,23.4,51.5,51.1,2.5,12.8,5.6,11.2,0.5,1.5,0.7,32.2,2.4,3-3,1.000,0.609,0.405,0.500,0.532,4.1,7-24,0.292
276,-,So,6-0,Connor Sevilla,UC Davis,BW,Combo G,37.1,1.0,2.0,-2.1,-1.0,-1.1,110.5,110.9,14.0,53.4,57.2,1.7,4.4,6.3,14.1,1.1,0.1,0.8,19.6,2.5,0-0,0.000,0.500,0.442,0.952,0.455,10.3,61-163,0.374
277,-,Sr,6-0,Patrick Rembert,UC Irvine,BW,Combo G,57.7,1.0,1.6,-2.7,-1.3,-1.4,99.6,109.6,17.9,44.4,50.8,1.4,9.7,20.3,19.6,1.8,0.2,1.4,49.3,3.0,0-0,0.000,0.530,0.271,0.760,0.394,4.7,83-232,0.358
278,-,Jr,6-6,Grayson Carper,Cal St. Fullerton,BW,Stretch 4,33.4,1.0,2.0,1.8,1.1,0.7,115.7,103.7,11.7,57.2,62.0,2.8,16.0,3.6,10.7,1.0,1.7,1.5,10.5,2.2,6-8,0.750,0.583,0.500,0.786,0.567,10.7,89-233,0.382
279,-,Sr,5-10,Jamal Hartwell II,UC Riverside,BW,Combo G,43.9,1.0,1.6,-2.2,-1.0,-1.2,101.7,106.8,16.9,47.8,50.3,0.8,5.6,11.1,14.5,1.4,0.0,0.9,14.7,2.6,0-0,0.000,0.356,0.412,0.809,0.403,9.8,159-446,0.357
280,-,Sr,6-6,Samuta Avea,Hawaii,BW,Wing F,46.4,1.0,2.6,-0.3,-0.6,0.2,97.5,100.0,19.5,48.0,51.9,4.9,16.1,8.0,18.0,0.7,1.7,0.9,23.4,2.5,33-39,0.846,0.564,0.365,0.780,0.469,7.0,90-272,0.331
281,-,Sr,7-2,Ioannis Dimakopoulos,UC Irvine,BW,PF/C,30.2,1.0,1.7,1.1,-0.5,1.5,98.2,97.6,22.9,50.5,52.5,5.1,14.7,10.1,17.5,0.7,5.6,0.8,21.7,4.6,7-10,0.700,0.585,0.441,0.682,0.502,4.1,39-113,0.345
282,-,Sr,6-7,Steve McClellan,Cal St. Fullerton,BW,PF/C,52.5,1.0,1.6,-3.2,-1.9,-1.3,103.5,107.6,17.2,52.9,56.6,11.2,21.1,6.0,21.0,0.5,2.1,1.1,39.7,5.7,8-8,1.000,0.627,0.368,0.667,0.524,0.2,4-7,0.571
283,-,Sr,6-6,Andre Hardy,Cal St. Fullerton,BW,PF/C,32.2,1.0,1.8,-2.6,-1.3,-1.3,97.3,101.0,21.8,45.5,49.5,12.1,20.6,6.0,19.3,0.4,0.4,1.2,58.9,4.7,1-1,1.000,0.633,0.319,0.625,0.455,0.0,0-0,0.000
284,-,Sr,6-5,Barry Ogalue,Long Beach St.,BW,Wing G,19.3,1.0,0.8,0.6,1.7,-1.1,107.5,110.9,19.1,52.8,64.6,6.0,8.9,10.0,16.0,0.9,1.0,1.6,31.3,2.4,9-10,0.900,0.649,0.400,0.720,0.564,2.2,4-21,0.190
285,-,Sr,6-6,Eugene Phelps,Long Beach St.,BW,PF/C,58.6,0.9,2.4,-1.0,-1.2,0.3,96.5,99.0,19.6,49.5,50.7,9.6,14.9,7.9,19.7,0.6,2.7,1.2,52.4,3.9,55-58,0.948,0.692,0.331,0.526,0.505,0.5,3-24,0.125
286,-,Sr,6-3,Rodrigue Mels,Cal St. Northridge,BW,null,36.7,0.9,1.9,3.2,0.2,3.0,98.7,93.1,23.0,49.0,52.6,4.3,11.5,12.2,21.5,0.7,1.3,4.6,23.4,4.8,0-0,0.000,0.000,0.000,0.795,0.503,9.0,46-146,0.315
287,-,Sr,6-8,Maximo Milovich,UC San Diego,BW,Wing F,29.7,0.9,1.5,-0.3,-1.3,1.0,128.2,100.8,10.4,63.0,63.0,8.3,15.7,7.5,12.8,2.4,1.9,0.7,39.1,4.0,0-0,0.000,0.735,0.250,0.500,0.684,1.3,2-8,0.250
288,-,Sr,6-0,Pierre Crockrell II,UC Irvine,BW,Pure PG,57.8,0.9,2.2,-1.1,-1.1,0.0,96.8,103.1,20.0,45.1,45.7,1.6,7.4,36.0,20.9,2.6,0.1,2.2,13.4,2.7,3-3,1.000,0.522,0.401,0.568,0.449,0.5,10-31,0.323
289,-,Fr,6-9,Jaime Serna,UC Santa Barbara,BW,null,48.8,0.9,1.9,-1.1,-1.6,0.5,103.8,98.7,17.5,53.5,56.8,9.6,12.8,4.1,19.9,0.3,2.5,1.5,55.0,5.4,0-0,0.000,0.000,0.000,0.662,0.535,0.0,0-0,0.000
290,-,So,6-6,Nils Cooper,UC Davis,BW,Wing F,42.0,0.9,1.6,-0.2,-1.2,1.0,115.9,106.5,12.5,49.4,56.9,7.4,11.5,6.9,11.3,1.9,1.2,2.3,62.1,3.8,27-27,1.000,0.660,0.300,0.702,0.573,2.5,8-44,0.182
291,-,Sr,6-3,Daman Starring,UC Irvine,BW,Combo G,61.4,0.9,2.1,-1.2,-0.3,-0.8,95.4,106.0,20.1,47.6,51.5,3.0,10.2,15.7,20.5,1.0,0.6,2.0,29.9,2.9,2-2,1.000,0.585,0.300,0.747,0.412,7.3,181-484,0.374
292,-,Sr,6-2,Stephan Gilling,Long Beach St.,BW,Combo G,67.3,0.9,2.0,-1.3,-0.1,-1.2,98.6,105.5,17.7,48.9,50.5,1.2,7.1,5.9,14.0,0.7,0.2,1.4,10.9,3.3,0-0,0.000,0.250,0.278,0.762,0.320,15.0,156-434,0.359
293,-,Sr,6-8,Joe Hampton,Long Beach St.,BW,PF/C,33.3,0.9,1.7,-3.6,-3.3,-0.3,90.3,103.5,28.2,46.2,50.9,6.5,13.4,11.4,21.1,0.5,3.3,1.6,51.0,6.5,2-2,1.000,0.660,0.333,0.654,0.482,3.1,9-39,0.231
294,-,Sr,6-8,Jayme Miller,Cal St. Northridge,BW,null,40.9,0.9,1.7,-4.1,-3.8,-0.3,104.4,98.3,19.5,54.9,57.7,12.1,15.5,4.1,20.5,0.3,0.5,1.2,53.4,9.2,0-0,0.000,0.000,0.000,0.634,0.553,0.1,0-1,0.000
295,-,Sr,6-7,J.T. Adenrele,UC Davis,BW,PF/C,48.1,0.9,1.8,-2.5,-2.9,0.4,96.9,102.7,22.2,52.3,55.8,10.3,16.5,7.3,22.2,0.4,4.8,1.8,44.6,6.2,51-63,0.810,0.608,0.398,0.636,0.524,0.1,1-3,0.333
296,-,Sr,6-1,Chaz Thomas,Cal Poly,BW,null,61.1,0.9,2.2,-1.5,-1.5,0.1,93.4,104.3,22.2,43.7,45.9,1.5,11.2,20.1,16.6,1.4,0.2,3.1,29.0,2.8,0-0,0.000,0.000,0.000,0.649,0.453,9.0,58-208,0.279
297,-,Sr,6-9,Onyi Eyisi,Cal St. Northridge,BW,C,35.8,0.9,1.7,-2.3,-2.6,0.3,101.2,101.3,17.9,51.3,54.4,8.8,18.3,3.6,16.6,0.3,4.5,1.5,48.0,5.5,28-30,0.933,0.597,0.369,0.634,0.513,0.0,0-0,0.000
298,-,Sr,6-1,Marcus McIntosh,UC Irvine,BW,null,50.4,0.9,1.7,-1.6,-1.4,-0.2,100.1,106.5,18.4,48.4,52.5,2.1,8.6,10.9,16.4,1.1,0.7,2.2,47.8,2.8,0-0,0.000,0.000,0.000,0.675,0.528,3.3,8-36,0.222
299,-,Sr,6-0,Ray Reed,Cal St. Fullerton,BW,null,48.6,0.9,1.7,-0.4,-1.6,1.2,101.5,101.2,19.4,53.1,54.6,3.0,7.9,22.0,23.7,1.6,0.2,3.4,62.9,4.4,0-0,0.000,0.000,0.000,0.556,0.547,0.3,0-4,0.000
300,-,So,6-6,Jason Fontenet II,UC Santa Barbara,BW,Wing F,62.8,0.9,2.4,-1.2,-1.3,0.1,102.4,106.4,17.0,48.1,53.5,3.3,18.6,13.5,19.1,1.4,1.0,1.7,37.3,3.6,3-3,1.000,0.575,0.400,0.791,0.476,6.2,52-160,0.325
301,-,Sr,6-7,Matt Hanson,Cal Poly,BW,null,52.4,0.9,1.7,-1.7,-0.4,-1.3,98.7,105.0,19.8,53.6,51.7,8.5,21.0,5.9,17.7,0.4,1.7,1.2,23.5,3.5,0-0,0.000,0.000,0.000,0.442,0.504,4.1,18-42,0.429
302,-,Sr,6-8,Mitch Brewe,UC Santa Barbara,BW,Wing F,32.7,0.9,1.4,0.3,-0.5,0.7,111.1,102.4,14.9,50.6,55.9,9.3,11.9,6.1,14.7,0.9,2.2,1.6,39.0,4.8,0-0,0.000,0.599,0.375,0.722,0.507,2.1,18-54,0.333
303,-,Sr,6-3,Aaron Parks,Cal St. Northridge,BW,Wing G,55.8,0.9,1.8,-3.7,-2.5,-1.2,93.4,110.3,23.0,38.8,48.3,3.2,10.9,14.1,17.4,1.0,0.6,2.4,64.0,4.3,1-1,1.000,0.498,0.320,0.747,0.391,2.3,27-109,0.248
304,-,Jr,6-2,Donovan Oday,Cal St. Fullerton,BW,Wing G,46.7,0.9,1.4,-1.7,-1.0,-0.7,97.0,110.7,23.4,45.0,52.2,3.4,14.0,11.8,17.5,0.8,0.8,2.4,43.5,3.5,14-19,0.737,0.486,0.354,0.763,0.455,5.8,52-178,0.292
305,-,Sr,6-2,Rodrigo De Souza,Pacific,BW,Scoring PG,30.0,0.9,1.6,1.3,-1.1,2.4,105.8,99.8,16.0,50.7,53.5,3.2,11.4,20.6,19.6,2.1,0.0,3.6,48.2,4.8,0-0,0.000,0.632,0.185,0.625,0.453,6.3,27-73,0.370
306,-,Sr,6-8,Michael Nunnally,Pacific,BW,C,54.1,0.9,2.0,-1.9,-1.7,-0.2,98.8,100.8,20.2,54.2,54.0,8.3,16.3,5.4,19.1,0.4,1.8,1.0,53.7,4.3,12-13,0.923,0.708,0.412,0.503,0.543,0.0,0-1,0.000
307,-,Sr,6-6,Lance Coleman II,Cal St. Northridge,BW,Wing G,34.1,0.9,1.0,-3.1,0.8,-3.8,97.5,115.7,18.9,49.0,54.1,3.1,11.0,5.3,13.2,1.0,0.5,0.7,9.1,2.4,0-0,0.000,0.300,0.537,0.833,0.490,11.7,50-153,0.327
308,-,Sr,6-7,James Johnson,Cal St. Fullerton,BW,PF/C,38.3,0.9,1.0,-4.3,-3.0,-1.4,113.4,109.8,12.3,62.6,63.4,7.1,12.5,1.4,17.7,0.2,2.4,0.9,45.9,6.4,14-15,0.933,0.667,0.561,0.639,0.626,0.0,0-0,0.000
309,-,Jr,7-0,Mate Colina,Hawaii,BW,PF/C,22.5,0.9,1.3,-1.8,-2.3,0.5,103.6,101.1,18.9,54.4,59.7,9.1,18.9,4.8,21.2,0.4,2.2,1.0,37.6,6.0,10-12,0.833,0.613,0.464,0.723,0.564,2.3,11-38,0.289
310,-,Jr,6-10,Joel Armotrading,UC Riverside,BW,C,46.3,0.9,1.8,-1.6,-2.1,0.5,109.3,106.6,14.6,54.8,62.6,11.0,20.8,3.8,19.5,0.5,5.8,1.1,70.1,5.5,20-27,0.741,0.608,0.448,0.638,0.551,0.1,0-1,0.000
311,-,Sr,6-6,Mahmoud Fofana,Cal St. Northridge,BW,Wing G,54.0,0.9,2.4,-0.3,-1.1,0.9,110.6,103.6,13.5,53.6,57.1,9.3,15.3,5.9,16.9,0.8,1.9,2.2,53.8,4.7,8-9,0.889,0.594,0.269,0.627,0.558,0.7,3-18,0.167
312,-,So,6-3,Shaun Williams,Cal St. Bakersfield,BW,Combo G,17.1,0.8,1.4,-0.8,-0.8,0.0,89.7,98.5,25.2,41.4,45.6,3.1,12.2,25.0,20.9,1.5,0.8,2.4,17.2,3.6,2-2,1.000,0.423,0.315,0.706,0.365,10.5,44-140,0.314
313,-,Sr,6-7,Ariel Bland,UC Santa Barbara,BW,PF/C,22.6,0.8,1.5,-1.2,-1.8,0.6,108.0,105.3,16.4,60.1,64.2,12.3,17.3,8.8,22.6,0.9,6.2,1.1,50.9,5.5,23-26,0.885,0.628,0.333,0.548,0.603,0.2,1-3,0.333
314,-,Sr,6-7,Josh Hall,Cal St. Fullerton,BW,Wing F,49.4,0.8,2.1,0.1,-0.7,0.8,101.5,100.8,16.4,48.9,51.6,6.0,16.1,11.4,19.4,1.2,1.1,2.1,31.1,3.4,5-6,0.833,0.594,0.392,0.661,0.504,3.3,42-141,0.298
315,-,Sr,6-5,Bryan Alberts,Long Beach St.,BW,Wing G,36.5,0.8,1.7,-0.7,-0.1,-0.7,103.3,107.1,16.1,47.3,50.2,1.8,7.0,7.2,10.2,1.4,0.8,1.4,10.2,2.4,1-1,1.000,0.474,0.383,0.739,0.396,10.9,142-408,0.348
316,-,Sr,6-4,Terrell Smith,Pacific,BW,Combo G,56.7,0.8,2.2,-1.9,-1.7,-0.2,96.4,102.4,19.2,46.4,50.5,5.0,12.2,17.4,23.7,1.2,0.5,1.3,39.1,3.6,11-12,0.917,0.565,0.380,0.686,0.448,4.6,70-211,0.332
317,-,Jr,6-11,Ben Griscti,UC Riverside,BW,PF/C,41.3,0.8,1.1,-1.1,-0.1,-0.9,107.5,110.9,16.9,57.6,62.9,3.9,17.7,4.8,15.1,0.5,2.8,1.4,16.1,5.0,9-10,0.900,0.765,0.368,0.689,0.657,11.5,113-314,0.360
318,-,Sr,6-5,Jake Killingsworth,UC San Diego,BW,Wing G,51.4,0.8,1.9,-1.0,-0.1,-0.9,105.4,109.4,13.0,52.4,54.6,2.7,13.8,11.3,13.3,2.4,0.6,1.2,10.3,2.1,0-0,0.000,0.573,0.358,0.667,0.455,8.6,180-489,0.368
319,-,So,6-9,Kaleb Smith,UC Riverside,BW,Wing F,53.3,0.8,1.8,-2.9,-0.9,-1.9,96.0,109.6,22.7,44.7,47.4,6.1,16.4,6.2,14.2,0.6,0.0,1.3,24.0,3.1,9-13,0.692,0.515,0.267,0.645,0.390,10.7,84-248,0.339
320,-,Sr,5-8,Messiah Thompson,Long Beach St.,BW,Scoring PG,46.0,0.8,1.5,-2.6,-1.2,-1.4,96.9,109.3,20.4,48.5,50.8,1.3,7.1,18.8,16.6,1.6,0.1,2.2,14.0,3.0,0-0,0.000,0.558,0.361,0.629,0.438,10.2,175-500,0.350
321,-,Sr,6-6,Chance Hunter,Cal Poly,BW,Wing G,56.6,0.8,2.1,-1.7,-0.7,-1.0,92.0,104.2,22.2,48.8,51.6,4.0,16.1,8.3,17.8,0.6,1.1,1.4,25.3,3.3,16-22,0.727,0.552,0.356,0.624,0.457,9.3,150-430,0.349
322,-,Jr,6-6,J.J. Thomas,Cal St. Northridge,BW,Wing F,37.2,0.8,1.8,-2.4,-1.8,-0.6,95.8,102.4,23.1,46.6,51.2,7.5,19.4,9.6,21.6,0.5,1.2,1.1,44.2,5.4,2-3,0.667,0.649,0.288,0.697,0.455,3.1,26-75,0.347
323,-,Sr,6-4,Andre Henry,UC Irvine,BW,Wing G,30.6,0.8,2.2,0.5,-0.9,1.5,100.2,99.0,16.2,47.1,55.3,3.2,11.7,7.5,15.1,1.2,0.7,2.0,31.4,2.5,5-5,1.000,0.565,0.380,0.743,0.465,5.5,57-178,0.320
324,-,Sr,6-7,Jesse LoBue,UC Riverside,BW,Stretch 4,24.0,0.8,1.0,1.0,1.7,-0.7,108.8,102.8,17.7,56.7,57.9,4.3,15.8,7.1,17.7,0.6,1.0,0.9,9.8,3.2,0-0,0.000,0.600,0.438,0.800,0.408,10.3,40-86,0.465
325,-,Sr,6-4,Josh Gentry,Cal St. Fullerton,BW,Wing G,41.3,0.8,1.4,-2.2,-1.0,-1.2,100.2,110.4,16.8,47.7,52.9,3.3,8.5,10.6,19.7,1.0,1.1,1.1,46.7,2.8,5-5,1.000,0.600,0.367,0.799,0.491,4.4,32-107,0.299
326,-,Sr,6-4,Marvin McGhee III,Cal St. Bakersfield,BW,Wing G,66.4,0.8,1.9,-2.7,-1.2,-1.5,103.3,111.5,15.5,49.5,54.8,1.3,13.1,5.8,15.4,0.8,0.2,1.2,16.0,3.2,0-0,0.000,0.458,0.436,0.833,0.443,10.8,159-459,0.346
327,-,Jr,6-9,Harry Rouhliadeff,Hawaii,BW,Stretch 4,27.5,0.8,1.3,-1.1,-1.3,0.2,104.7,105.2,18.3,54.7,58.9,6.7,16.1,6.6,21.0,0.6,1.4,0.6,31.5,5.0,4-5,0.800,0.669,0.314,0.765,0.590,6.1,35-108,0.324
328,-,Sr,6-7,Pablo Tamba,UC Davis,BW,Wing G,31.9,0.7,2.4,-0.3,-2.0,1.7,103.0,100.7,18.0,56.2,60.3,5.9,17.2,10.1,21.0,0.8,3.0,2.5,55.9,4.7,13-16,0.813,0.652,0.300,0.627,0.589,1.8,9-35,0.257
329,-,Sr,6-7,Cameron Smith,Cal St. Bakersfield,BW,Wing F,44.4,0.7,2.0,-1.5,-1.8,0.3,96.6,101.4,21.7,40.6,45.2,10.0,16.8,9.7,13.9,0.9,2.3,2.8,27.9,5.6,2-2,1.000,0.493,0.386,0.750,0.422,2.0,9-50,0.180
330,-,Fr,6-5,Jurian Dixon,UC Irvine,BW,Wing G,58.3,0.7,2.9,0.2,-1.6,1.8,102.0,97.1,18.5,46.4,51.6,3.9,9.1,13.2,14.1,1.4,0.3,2.0,37.6,2.0,3-3,1.000,0.545,0.362,0.703,0.467,5.0,19-62,0.306
331,-,Sr,5-10,Vinnie McGhee,Cal St. Northridge,BW,Scoring PG,59.8,0.7,1.3,-1.9,0.2,-2.2,95.4,110.9,20.7,45.2,47.7,1.4,6.1,25.5,20.5,1.6,0.0,2.3,16.9,2.5,0-1,0.000,0.576,0.331,0.747,0.370,11.7,194-578,0.336
332,-,So,6-9,Rikus Schulte,UC Riverside,BW,PF/C,19.9,0.7,1.1,-1.1,-0.8,-0.3,112.5,107.9,13.7,56.0,57.5,10.3,16.3,5.2,18.1,0.8,1.6,1.1,16.2,4.0,5-5,1.000,0.651,0.400,0.625,0.603,2.6,6-22,0.273
333,-,So,6-4,Jared Brandon,Cal St. Fullerton,BW,Wing G,48.9,0.7,1.3,-3.7,-1.9,-1.7,101.9,110.6,15.5,45.2,48.2,8.0,9.3,10.5,18.5,1.2,0.4,1.8,29.4,3.9,1-2,0.500,0.622,0.277,0.658,0.491,1.8,6-38,0.158
334,-,Sr,6-4,Colin Beatty,Pacific,BW,Wing G,54.0,0.7,1.6,-0.1,0.4,-0.4,101.8,104.8,15.8,49.4,50.3,6.2,12.1,13.1,16.6,1.4,1.1,1.4,12.3,2.8,1-1,1.000,0.712,0.401,0.639,0.480,5.1,37-107,0.346
335,-,Sr,6-9,Adam Folker,UC Irvine,BW,C,45.5,0.7,1.7,-2.9,-1.6,-1.3,97.6,103.1,18.1,53.1,51.8,12.2,16.6,6.5,19.0,0.5,1.5,1.1,41.1,4.9,4-4,1.000,0.654,0.390,0.432,0.532,0.0,0-1,0.000
336,-,Sr,6-5,Dragan Elkaz,UC Riverside,BW,Wing G,31.6,0.7,1.2,-2.8,-1.2,-1.6,104.3,111.2,13.2,54.2,59.3,0.7,8.6,4.7,13.5,0.9,0.4,0.9,13.4,2.7,0-0,0.000,0.417,0.361,0.786,0.375,11.5,103-270,0.381
337,-,Sr,6-7,Destin Barnes,UC Santa Barbara,BW,Wing F,27.7,0.7,1.8,-3.0,-1.4,-1.6,93.5,104.6,19.9,46.6,50.5,3.4,9.0,7.1,15.7,0.8,0.9,0.9,14.0,2.9,0-0,0.000,0.516,0.406,0.692,0.452,10.5,77-241,0.320
338,-,Jr,6-10,Kyle Evans,UC Irvine,BW,C,11.7,0.7,1.6,4.1,0.1,4.0,113.3,90.7,15.7,63.0,67.9,7.9,21.3,7.1,20.1,0.8,8.6,1.1,37.5,3.3,10-10,1.000,0.769,0.214,0.703,0.685,1.0,0-8,0.000
339,-,Sr,5-11,Trae Clark,Cal Poly,BW,null,46.1,0.7,1.9,-4.0,-2.5,-1.5,91.5,108.6,22.3,44.3,49.6,1.4,8.9,24.2,23.3,1.3,0.1,1.9,33.3,3.1,0-0,0.000,0.000,0.000,0.720,0.462,7.3,35-126,0.278
340,-,Sr,6-2,Robert Cartwright,UC Irvine,BW,Scoring PG,42.8,0.7,2.1,0.5,-1.0,1.4,98.8,99.7,17.4,43.4,48.0,1.6,8.7,21.2,19.6,1.9,0.4,2.2,26.9,3.0,0-0,0.000,0.471,0.250,0.765,0.409,6.6,84-272,0.309
341,-,Jr,6-1,Branford Jones,Long Beach St.,BW,Combo G,48.4,0.7,1.9,0.4,-1.0,1.4,98.6,101.6,17.1,45.7,51.7,2.8,10.8,16.2,20.9,1.5,0.1,2.5,34.1,3.2,0-0,0.000,0.571,0.363,0.760,0.433,5.8,59-180,0.328
342,-,Sr,6-9,Mason Riggins,Long Beach St.,BW,C,40.8,0.7,1.6,-0.6,-1.0,0.3,105.5,106.6,13.4,56.1,54.2,8.2,13.1,5.1,15.4,0.8,3.2,1.3,61.1,4.3,63-71,0.887,0.704,0.357,0.433,0.561,0.0,0-0,0.000
343,-,Sr,6-6,Marquis Horne,Cal St. Fullerton,BW,Wing F,31.0,0.7,1.8,-2.6,-1.9,-0.7,94.9,106.1,21.4,46.1,48.9,6.6,16.5,9.0,17.8,0.7,1.7,1.6,24.6,5.2,3-3,1.000,0.574,0.358,0.695,0.438,5.9,26-76,0.342
344,-,Fr,5-10,Torian Lee,UC Irvine,BW,Combo G,35.1,0.6,1.8,1.9,-1.8,3.7,118.3,96.1,11.2,59.4,61.2,1.7,6.0,7.8,12.0,1.8,0.5,3.0,16.5,4.4,0-0,0.000,0.583,0.500,0.786,0.542,8.2,25-61,0.410
345,-,Sr,6-3,Austen Awosika,Cal St. Fullerton,BW,Combo G,64.8,0.6,2.5,-0.9,-1.4,0.5,95.7,103.5,19.3,46.3,50.3,2.4,13.1,21.9,19.8,1.7,1.0,2.1,46.4,2.5,0-0,0.000,0.552,0.378,0.602,0.475,2.4,38-141,0.270
346,-,Sr,6-2,Malik Thames,UC Riverside,BW,Combo G,55.9,0.6,2.2,-1.1,-1.3,0.2,100.7,107.1,16.6,44.5,50.0,1.3,10.8,18.7,17.0,2.0,0.6,1.9,34.6,2.5,0-0,0.000,0.529,0.267,0.783,0.376,6.3,51-146,0.349
347,-,Sr,5-11,Mark Hill,Cal St. Northridge,BW,Scoring PG,28.7,0.6,2.0,-1.2,-1.7,0.5,94.1,102.6,19.7,43.8,49.3,1.9,6.5,20.0,24.6,1.2,0.3,3.0,45.6,4.5,0-0,0.000,0.475,0.238,0.707,0.378,7.4,53-159,0.333
348,-,Sr,6-8,Ray Miller,Cal St. Fullerton,BW,C,24.9,0.6,1.1,-3.2,-2.5,-0.7,104.6,107.3,14.4,60.4,59.5,11.1,9.7,2.5,23.7,0.2,5.1,1.1,49.9,5.9,0-0,0.000,0.571,0.000,0.528,0.604,0.0,0-0,0.000
349,-,Sr,6-9,Arkim Robertson,Cal St. Fullerton,BW,C,33.5,0.6,1.6,-1.2,-2.7,1.5,106.5,99.4,16.0,63.4,66.4,12.6,20.3,2.5,24.8,0.2,6.5,1.8,64.7,7.4,19-22,0.864,0.737,0.286,0.616,0.634,0.0,0-0,0.000
350,-,Sr,6-9,Miles Brookins,Cal St. Northridge,BW,C,22.0,0.6,1.2,-2.7,-3.2,0.5,105.1,106.1,16.3,53.1,58.2,7.4,9.9,6.0,21.4,0.5,4.0,1.2,45.5,6.7,10-10,1.000,0.646,0.430,0.781,0.553,0.8,2-14,0.143
351,-,Sr,6-8,Georgi Funtarov,UC Davis,BW,PF/C,14.3,0.6,1.0,-3.8,-1.0,-2.8,93.8,113.2,19.8,49.5,50.5,6.4,18.1,6.1,15.8,0.5,1.2,1.1,25.7,3.7,1-1,1.000,0.750,0.403,0.500,0.539,9.1,33-109,0.303
352,-,Jr,6-7,Severin Gates,UC Riverside,BW,null,34.9,0.6,1.1,-2.3,-1.2,-1.1,92.8,106.7,25.4,48.9,53.5,7.7,18.5,12.2,22.6,0.6,1.0,2.3,33.8,3.9,0-0,0.000,0.000,0.000,0.660,0.461,3.6,10-24,0.417
353,-,Sr,6-1,David Carter,UC Davis,BW,null,52.7,0.6,1.0,-4.5,-2.2,-2.3,96.3,112.7,17.8,52.6,59.9,1.4,9.6,11.7,26.3,0.7,0.6,2.1,45.7,3.4,0-0,0.000,0.000,0.000,0.854,0.449,3.9,39-84,0.464
354,-,Sr,6-9,Luke Meikle,Cal Poly,BW,Wing F,40.5,0.6,1.4,-3.3,-1.3,-2.1,95.5,112.2,20.4,44.1,47.6,3.7,16.1,7.1,12.5,0.8,1.6,1.2,21.8,3.6,0-0,0.000,0.467,0.395,0.773,0.412,8.1,90-279,0.323
355,-,So,6-2,Jordan Mason,Cal St. Fullerton,BW,Wing G,10.1,0.6,0.8,-1.0,0.1,-1.1,94.9,104.2,25.0,43.7,50.2,5.0,15.9,11.0,14.5,0.7,0.9,1.9,20.2,4.4,0-0,0.000,0.700,0.382,0.714,0.500,11.8,12-49,0.245
356,-,Sr,6-3,Jarred Hyder,Cal Poly,BW,Combo G,50.0,0.6,1.9,-3.4,-1.7,-1.7,91.4,110.2,20.8,44.1,47.7,1.5,8.3,18.4,20.4,1.3,0.4,1.6,21.2,2.1,0-0,0.000,0.534,0.291,0.791,0.417,9.8,162-528,0.307
357,-,Sr,6-10,Mike Best,UC Irvine,BW,C,29.2,0.6,1.7,-2.2,-2.9,0.7,95.2,97.3,20.6,45.6,49.5,6.8,16.1,5.7,15.3,0.6,4.5,0.9,24.6,5.2,33-40,0.825,0.632,0.368,0.723,0.464,1.4,11-47,0.234
358,-,Sr,6-10,Jonathan Galloway,UC Irvine,BW,C,53.7,0.6,2.8,1.1,-0.8,1.9,106.6,95.6,12.4,51.4,55.0,11.7,20.2,4.5,19.5,0.7,4.8,0.9,59.1,4.2,30-31,0.968,0.576,0.339,0.588,0.514,0.0,0-0,0.000
